id,alias,name,image_url,is_closed,url,review_count,categories/0/alias,categories/0/title,categories/1/alias,categories/1/title,rating,coordinates/latitude,coordinates/longitude,price,location/address1,location/address2,location/address3,location/city,location/zip_code,location/country,location/state,location/display_address/0,location/display_address/1,phone,display_phone,distance,transactions/0,categories/2/alias,categories/2/title,transactions/1,location/display_address/2
BdsDcyOCcniu1WlOr32daA,mi-madres-austin-2,Mi Madre's,https://s3-media1.fl.yelpcdn.com/bphoto/S_mrpTHYiKCSvCXKw13W3Q/o.jpg,false,https://www.yelp.com/biz/mi-madres-austin-2?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,555,tex-mex,Tex-Mex,breakfast_brunch,Breakfast & Brunch,4,30.28412,-97.7189099,$,2201 Manor Rd,,,Austin,78722,US,TX,2201 Manor Rd,"Austin, TX 78722",+15123229721,(512) 322-9721,437.6822827143183,,cocktailbars,Cocktail Bars,,
VXJR1VTskAKspL9G0Md1bA,el-chile-café-y-cantina-austin-6,El Chile Café Y Cantina,https://s3-media2.fl.yelpcdn.com/bphoto/6MAckOq4fO31qCZpwnN54w/o.jpg,false,https://www.yelp.com/biz/el-chile-caf%C3%A9-y-cantina-austin-6?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,385,mexican,Mexican,,,3.5,30.28351,-97.72256,$$,1809 Manor Rd,,,Austin,78722,US,TX,1809 Manor Rd,"Austin, TX 78722",+15124579900,(512) 457-9900,519.7963827244481,,,,,
5CI9TKePHYAcgPlGOTQhvA,unit-d-pizzeria-austin,Unit-D Pizzeria,https://s3-media4.fl.yelpcdn.com/bphoto/TKgnbjhtQAC4aNnBgvNb-A/o.jpg,false,https://www.yelp.com/biz/unit-d-pizzeria-austin?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,163,pizza,Pizza,,,4.5,30.2848241776318,-97.7169821018524,$$,2406 Manor Rd,Unit D,,Austin,78722,US,TX,2406 Manor Rd,Unit D,+15125241922,(512) 524-1922,546.9794405870974,,,,,"Austin, TX 78722"
BRPcQEdlla9YaM4TPqkYrQ,hoovers-cooking-austin,Hoover's Cooking,https://s3-media3.fl.yelpcdn.com/bphoto/bI20iY4RCSvv-2p_iOeiFw/o.jpg,false,https://www.yelp.com/biz/hoovers-cooking-austin?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,725,southern,Southern,tradamerican,American (Traditional),3.5,30.2843863,-97.720344,$$,2002 Manor Rd,,,Austin,78722,US,TX,2002 Manor Rd,"Austin, TX 78722",+15124795006,(512) 479-5006,495.92855027664825,,comfortfood,Comfort Food,,
rY2VkMS4wWuJTrRsk32jhA,rolands-soul-food-and-fish-austin,Roland's Soul Food And Fish,https://s3-media3.fl.yelpcdn.com/bphoto/LnwwNQoxI-EoJfGUqU6Lpw/o.jpg,false,https://www.yelp.com/biz/rolands-soul-food-and-fish-austin?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,48,seafood,Seafood,fishnchips,Fish & Chips,4,30.27621,-97.71617,$$,1311 Chestnut Ave,,,Austin,78702,US,TX,1311 Chestnut Ave,"Austin, TX 78702",+15124998833,(512) 499-8833,503.19126191772307,,soulfood,Soul Food,,
qByK1e9R-4fWw9yXXzLTsg,taco-mex-austin,Taco-Mex,https://s3-media4.fl.yelpcdn.com/bphoto/dzxqkoF5vgHrVFCAQiywhg/o.jpg,false,https://www.yelp.com/biz/taco-mex-austin?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,171,mexican,Mexican,,,4.5,30.28483,-97.7149,$,2611 Manor Rd,,,Austin,78722,US,TX,2611 Manor Rd,"Austin, TX 78722",+15125240860,(512) 524-0860,631.4226447199218,,,,,
MEVJNWo9ZL8z11nWOk3BQg,haymaker-austin,Haymaker,https://s3-media3.fl.yelpcdn.com/bphoto/OWtXt_JylxQRjUxHCmjZ7A/o.jpg,false,https://www.yelp.com/biz/haymaker-austin?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,413,sandwiches,Sandwiches,bars,Bars,3.5,30.28479,-97.71757,$$,2310 Manor Rd,,,Austin,78722,US,TX,2310 Manor Rd,"Austin, TX 78722",+15122436702,(512) 243-6702,536.4413350364684,pickup,comfortfood,Comfort Food,,
P4ObhAEvCW867NiG-USPeA,el-chilito-austin-6,El Chilito,https://s3-media2.fl.yelpcdn.com/bphoto/F6EWoxley8NDaKTOVIJ28w/o.jpg,false,https://www.yelp.com/biz/el-chilito-austin-6?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,144,mexican,Mexican,,,3.5,30.2841366225465,-97.7183706757814,$,2219 Manor Dr,,,Austin,78722,US,TX,2219 Manor Dr,"Austin, TX 78722",+15123823797,(512) 382-3797,445.174397141355,,,,,
lMWjWBWLaf8nnFmVkmpfOQ,pranom-thai-popup-austin,Pranom Thai - Popup,,false,https://www.yelp.com/biz/pranom-thai-popup-austin?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,2,thai,Thai,,,3,30.2801,-97.72081,,1902 B E Martin Luther King Junior Blvd,,,Austin,78702,US,TX,1902 B E Martin Luther King Junior Blvd,"Austin, TX 78702",,,203.3018743630875,,,,,
gXip--EE80jF-sqdk5Aghw,bennu-coffee-austin,Bennu Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/-sTsT7i-l8GXSep8TEy5CA/o.jpg,false,https://www.yelp.com/biz/bennu-coffee-austin?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,619,coffee,Coffee & Tea,tacos,Tacos,4,30.27987,-97.71957,$,2001 E Martin Luther King Jr Blvd,,,Austin,78702,US,TX,2001 E Martin Luther King Jr Blvd,"Austin, TX 78702",+15124784700,(512) 478-4700,90.1615744692951,,pizza,Pizza,,
g3xgpfY6TtxL96xJTVmzOw,thunderbird-coffee-austin-2,Thunderbird Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/JNQkixlqBBQ8Kv7Sj04yHg/o.jpg,false,https://www.yelp.com/biz/thunderbird-coffee-austin-2?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,370,coffee,Coffee & Tea,cafes,Cafes,4,30.2844181060791,-97.7193756103516,$,2200 Manor Rd,,,Austin,78722,US,TX,2200 Manor Rd,"Austin, TX 78722",+15124729900,(512) 472-9900,478.16512714796903,,,,,
-NElXzqLzTYrRyE7VyxOdw,hoovers-bbq-trailer-austin,Hoover's BBQ Trailer,https://s3-media4.fl.yelpcdn.com/bphoto/YkkVBfkGqrY01jKNDLTO2g/o.jpg,false,https://www.yelp.com/biz/hoovers-bbq-trailer-austin?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,6,bbq,Barbeque,foodtrucks,Food Trucks,3.5,30.284237173769,-97.7201214914811,$,2002 Manor Rd,,,Austin,78722,US,TX,2002 Manor Rd,"Austin, TX 78722",+15128003804,(512) 800-3804,473.78321779297295,,,,,
XGVgbgk1RkHplkqpTvPEvQ,taqueria-alaynas-austin,Taqueria Alayna's,,false,https://www.yelp.com/biz/taqueria-alaynas-austin?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,2,foodstands,Food Stands,mexican,Mexican,3.5,30.28483,-97.7149,$,2611 Manor Rd,,,Austin,78722,US,TX,2611 Manor Rd,"Austin, TX 78722",+15125240860,(512) 524-0860,631.4226447199218,,,,,
